"","duration","src_bytes","dst_bytes","dst_host_rerror_rate"
"1",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"2",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,2.12984362574283
"3",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"4",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"5",-0.117900184184287,-0.0153616262078466,-0.0106965235288643,-0.493996417887679
"6",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"7",-0.117900184184287,-0.0153616262078466,-0.0106965235288643,-0.520499852671826
"8",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"9",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"10",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"11",-0.117900184184287,-0.0154728137900417,-0.0106965235288643,-0.520499852671826
"12",-0.117900184184287,-0.0113727059162508,-0.00874879916622712,-0.387982678751093
"13",-0.117900184184287,-0.0154722875472592,-0.0106965235288643,-0.520499852671826
"14",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"15",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"16",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,2.12984362574283
"17",-0.117900184184287,-0.0154722875472592,-0.0106965235288643,-0.520499852671826
"18",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,1.14921653872941
"19",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"20",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"21",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"22",-0.117900184184287,-0.0154722875472592,-0.0106965235288643,-0.520499852671826
"23",-0.117900184184287,-0.0154337966465939,-0.0106965235288643,-0.520499852671826
"24",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"25",-0.117900184184287,-0.0153953057459287,-0.0106965235288643,-0.520499852671826
"26",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"27",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,2.12984362574283
"28",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"29",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,1.86480927790137
"30",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"31",2.24162009752504,-0.0154728137900417,-0.0106965235288643,2.12984362574283
"32",-0.117900184184287,-0.0154722875472592,-0.0106965235288643,-0.520499852671826
"33",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"34",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"35",-0.117900184184287,-0.0154707839964519,-0.0106965235288643,0.857678756103797
"36",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"37",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"38",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"39",-0.117900184184287,-0.0154722875472592,-0.0106965235288643,-0.520499852671826
"40",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"41",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,2.12984362574283
"42",-0.117900184184287,-0.0153953057459287,-0.0106965235288643,-0.520499852671826
"43",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"44",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"45",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,2.12984362574283
"46",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"47",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"48",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,2.12984362574283
"49",-0.117900184184287,-0.0154728137900417,-0.0106965235288643,-0.520499852671826
"50",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
"51",-0.117900184184287,-0.0113727059162508,-0.00874879916622712,-0.493996417887679
"52",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.149451765693774
"53",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.202458635262067
"54",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,2.12984362574283
"55",-0.117900184184287,-0.0154722875472592,-0.0106965235288643,-0.520499852671826
"56",-0.117900184184287,-0.0153953057459287,-0.0106965235288643,-0.467492983103533
"57",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,1.83830584311722
"58",-0.117900184184287,-0.0154728889675821,-0.0106965235288643,-0.520499852671826
